continuous_target_1,continuous_target_2,continuous_target_3,strong_lin_1,strong_lin_2,strong_lin_3,non_lin_1,non_lin_2,weak_lin_1,weak_lin_2,noise_1,noise_2,noise_3,noise_4,noise_5,noise_6,noise_7,noise_8,noise_9,noise_10,cat_1,cat_2,inter_1
6.892962062009221,8.004301869598244,6.337929452964199,0.23232184145926957,0.3049431658917552,0.27831610172419285,0.33453223449666125,-0.22015055011026352,1.2085908418808478,0.8377984699382897,1.5441900158362447,1.2805928818257633,0.9216261652778182,-0.15832193025657004,0.4803398647467623,0.45862977100747154,1.2453267477985774,-0.2902151585679573,-0.6108667623049302,-0.21502089974369495,A,B,-0.07364745545405565
9.117277353492554,10.718470007901455,9.929431371821508,0.6322721336424866,0.20013004263903592,0.3278418095692881,-0.993685606863344,1.198946145848835,-1.1728506643255858,-0.11639408648916234,0.024008225319203432,0.4337884052775115,-0.30388029598585364,-2.100489060966528,1.6594962569123197,-0.5617967903560551,-0.16304253249970735,-2.2763254202988743,-0.37319527042530976,2.1250564059493673,B,B,-1.1913755285342669
5.545941513471001,5.919366031646595,5.190674944863551,0.027464956204369152,-0.004841031356768813,0.9287140671769178,-0.9148503357607556,0.701833848247944,-0.8131786362592421,1.0852308023745931,0.9493640047377268,2.228486180009122,-0.2649582767845478,1.6114646613108734,0.8993764979930869,0.5315396156260037,-2.1587829510700614,1.040557539183223,1.1904068188882473,-0.5738312998689021,A,C,-0.6420729317178948
4.851239200397953,8.408032313198543,5.529257561333959,0.2800517417493768,0.31626029346521684,0.8779650786354568,-0.8540846595268915,1.2531111690551326,-2.15735641741943,-0.562925386811376,-0.31207920735389316,-0.04093654774119085,0.23016124078641173,-0.32550238399498094,0.3955214500812686,1.1216940959985677,0.7449263582542007,-0.2288869933098385,-0.3312604593286261,-0.7036068429322632,B,A,-1.070263026171798
2.800338513124336,5.8800571179319725,4.243133463510046,-0.6010590752581038,1.1590563229366442,0.5743505084173776,1.2590244450649986,-0.18341620229449018,-2.0321607113121316,0.2996972539148175,0.8757128933067204,-0.5644006382617182,0.24983681613910108,-0.23717082299295655,0.37966239545398106,-0.492733626499212,0.4277105258550119,-0.3411179746225341,-0.10982554180748505,-0.5448168208617544,C,A,-0.23092548230975002
26.431481695877128,22.607319573612397,25.02037607742093,1.1780827161759286,2.2336456810153402,-0.34899083286264865,-1.3136533387071156,-1.4736552233482116,3.1323275317946075,0.9573725797414379,-1.9770097589972204,-1.0615536786107183,-0.28319560641844027,0.5800615011888532,2.4790427644620032,1.1885654356101316,-1.8217263956580592,1.337692611582136,-0.38389177676278585,-1.3948607744815356,A,B,1.9358721042545584
2.3783407935562577,0.8296405860666414,-1.4642665867090485,-1.2854818080274384,-0.062055986919991125,-1.4336387819058778,0.7283686952405051,1.0024804792583877,-1.3647942989492206,1.5124860538860414,-0.2901819516830992,0.9809865375017864,0.501889185441599,0.3214018166836032,0.24302303206013057,-0.16263428975080388,-0.9896024966282506,0.6171727346293866,-1.5917228981170124,-1.213162873384218,B,A,0.730175398681508
10.302786255167065,9.421843430923488,9.448778209340944,1.0376846620645848,-0.7147587224380809,1.301920588047279,-0.8772629109384785,0.6266621378140416,-0.7482246699266641,-0.06169074260748823,0.11590742519884457,0.4152809169549529,0.3853181514902346,0.21803580960935515,0.1831297183888009,-0.12108305355393335,0.6323140618307012,-0.6570207498043639,0.8642514238945562,0.4567983490654839,B,C,-0.5497474511936761
24.941078501676202,21.891806174233515,21.81365595360929,-0.5996977714260812,0.42340606692521576,0.7739115956317084,-2.3390210638811233,-1.3167292317604733,0.5335949881601112,0.43446336981749173,-0.2289035263897358,-1.5726835681103581,1.4197145709098702,0.5087494823127472,-0.4607286092990671,-0.8243978683499297,-0.03198010660223457,0.3320055640426174,1.0146206437112641,1.5847178270242626,A,C,3.0798574085157564
7.929402103188931,10.51628631737532,8.407270103279153,0.477716055074366,0.7975337874607115,-0.4656317353447621,-0.027193771323551233,-0.9210132694954575,0.4668628388797822,0.8472355437355534,-0.27190754988706933,0.48201107789631226,-0.43757641114582463,-0.6975378391422591,0.049824107255846656,0.09243412771698147,0.4588623357709981,-1.5619903122660612,-2.290107649997173,-1.0001525719430757,B,B,0.025045824236615735
4.732174854098999,3.1654750928497046,1.2826737005631688,-1.192176847151776,0.9444832269893132,-1.0717701522388805,0.7263889917786309,-0.8327021920165969,0.346887875993734,2.157450259517717,0.12333333782434988,1.9222650209823717,1.1215367090772008,1.5151050020282189,1.8816481554657936,-0.7295990623787526,-0.3897234271562887,0.1383301555383807,0.33116211936164897,-0.007975287661828192,C,B,-0.6048657057107918
1.737930926494029,1.242247500071457,-2.0979944801643984,-1.935578767267316,-1.4153718742442796,0.26263405192681855,1.037288945734009,0.5323138399821297,-0.1591426472807752,3.266054630143456,-1.2892536963833539,-0.5335147221168305,1.623686318184615,0.6503706814476963,0.8140141761152034,0.48980703188058566,0.7046442453305705,1.4885579699681781,0.699122280632029,0.7070984265199899,C,C,0.5521632618746853
1.332125663275563,4.193975476796966,2.0901226559526,-0.05788387061192604,0.8887584236885386,-0.4141988385565593,-0.5927758033636327,1.2785700671342068,-1.3618104385199548,-0.2744262289034733,0.46892718230157926,-0.9499498982197122,-0.3729274776265101,-0.043330909310590804,-1.1468168810705477,-0.13112131220395387,-1.1096181309487119,0.3165091093454025,0.14484897769190763,0.00020018033489153917,C,A,-0.7579053987021732
3.640253245360399,5.709416881464935,3.8923804882331328,-0.17479180969851238,-0.3888878031536106,0.19029818353776176,0.10721472528308947,1.2036621544025512,0.7294649624135694,-0.24641697576085644,-0.13148283320845228,0.48574051312649613,1.1833210531289862,1.0793747533029647,-2.742502499083225,0.8849515075267183,0.41483039025662827,-1.737947236947562,0.7231782439828863,-1.0628321714116613,C,C,0.12905030721792113
3.8686444816598144,2.769800819148392,1.2215100997431132,-0.0592718680317446,1.7094105656809613,-1.9028765916386328,0.05631812819721878,-0.2902025478138948,-1.2954804956092882,0.3482169079385314,0.9587803136283932,0.03781076565787454,1.6503233925314529,1.625632348768029,0.6543066966070901,0.16541598709353783,1.5570019661480972,-0.37491079791679066,-1.2502343388789487,-0.11898793969084473,C,B,-0.01634366429094244
